,"Item","Description","Price","UPC / GTIN","Gross Wt (lbs)","Pack/Unit","Case Cube"
,"7"":32 oz NO LABEL:28009-1","7"" Very Berry Cheesecake (No Label)",9.50,"603812280099",,"1 / 32 oz",
,"7"":32 oz NO LABEL:28009-6","7"" Very Berry Cheesecake (No Label) (6/cs)",35.76,"10603812280096","13.5","6 / 32 oz",".75"
,"7"":32 oz NO LABEL:28017-1","7"" Chocolate Truffle Cheesecake (No Label)",9.50,"603812280174",,"1 / 32 oz",
,"7"":32 oz NO LABEL:28017-6","7"" Chocolate Truffle Cheesecake (No Label)  (6/cs)",35.76,"10603812280171","13.5","6 / 32 oz",".75"
,"7"":32 oz NO LABEL:28030-1","7"" ""No Sugar Added"" New York Cheesecake (No Label)",9.50,"603812280303",,"1 / 32 oz",
,"7"":32 oz NO LABEL:28030-6","7"" ""No Sugar Added"" New York Cheesecake (No Label) (6/cs)",37.76,"10603812280300","13.5","6 / 32 oz",".75"
,"7"":32 oz NO LABEL:28046-1","7"" Seasonal Fabulous Four Cheesecake Assortment (No Label)",9.50,"603812280464",,"1 / 32 oz",
,"7"":32 oz NO LABEL:28046-6","7"" Seasonal Fabulous Four Cheesecake Assortment (No Label) (6/cs)",37.76,"10603812280461","13.5","6 / 32 oz",".75"
,"9""",,0.00,,,,
,"9"":12 Slice",,0.00,,,,
,"9"":12 Slice:91211-1","9"" Pumpkin Layered Cheesecake, 12 Slices",19.04,"00603812912112","5.1","1 / 80 oz",".16"
,"9"":14 Slice",,0.00,,,,
,"9"":14 Slice:1401-1","9"" New York ""Signature"" Cheesecake, 14 slices",19.04,"00603812014014","4.1","1 / 64 oz",".16"
,"9"":14 Slice:1417-1","9"" Chocolate Truffle Cheesecake, 14 Slices",19.04,"00603812014175","4.1","1 / 64 oz",".16"
,"9"":14 Slice:1451-1","9"" New York Cheesecake, Hi-Profile, 14 slice..",28.00,"00603812014519","5.1","1 / 80 oz",".16"
,"9"":14 slice new",,0.00,,,,
,"9"":14 slice new:91401-1","9"" New York ""Signature"" Cheesecake, 14 slices",19.04,"00603812914017","4.1","1 / 64 oz",".16"
,"9"":14 slice new:91401-2","9"" New York ""Signature"" Cheesecake, 28 slices",19.04,"10603812914014","8.2","28 / 4.6 oz",".34"
,"9"":16 Slice",,0.00,,,,
,"9"":16 Slice:1600","Blank",17.95,,"4.1","1 / 64 oz",".16"
,"9"":16 Slice:1601-1","9"" New York ""Signature"" Cheesecake, 16 Slices",19.04,"00603812016018","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1603-1","9"" White Chocolate Cheesecake, 16 Slices",19.04,"00603812016032","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1608-1","9"" Pumpkin Cheesecake, 16 Slices",19.04,"00603812016087","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1609-1","9"" Very Berry Cheesecake, 16 Slices",19.04,"00603812016094","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1610-1","9"" Cajeta Swirl Cheesecake, 16 Slices",19.04,"00603812016100","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1612-1","9"" Key Lime Cheesecake, 16 Slices",19.04,"00603812016124","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1617-1","9"" Chocolate Truffle Cheesecake, 16 Slices",19.04,"00603812016179","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1618-1","9"" Egg Nog Cheesecake, 16 Slices",19.04,"00603812016186","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1620-1","9"" Cheesecake Sampler,16 Slice",19.04,"00603812016209","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1621-1","9"" Strawberry Cheesecake, 16 Slice",19.04,"00603812016216","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1623-1","9"" Colombian Espresso Cheesecake, 16 Slices",19.04,"00603812016230","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1625-1","9"" Cranberry Orange Walnut, 16 Slices",19.04,"00603812016254","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1630-1","9"" ""No Sugar Added"" New York Cheesecake, 16 slices",20.26,"00603812016308","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1633-1","9"" Coconut Cheesecake, 16 Slice",19.04,"00603812016339","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1634-1","9"" Peppermint Swirl Cheesecake, 16 Slice",19.04,"00603812016346","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1640-1","9"" Hazelnut Mocha Cheesecake, 16 Slice",19.04,"00603812016407","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1641-1","9"" New York Almond Roca Cheesecake, 16 Slice",19.04,"00603812016414","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1642-1","9"" Honey Lavender Cheesecake, 16 Slice",19.04,"00603812016421","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1644-1","9"" Caramel Apple Cheesecake, 16 Slice",19.04,"00603812016445","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1645-1","9"" Chocolate Necessities Cheesecake, 16 Slice",19.04,"00603812016452","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1646-1","9"" Festive Selection Cheesecake, 16 Slice..(2 slices each of Pumpkin, Egg Nog, White Chocolate, ...",19.04,"00603812016469","4.1","1 / 64 oz",".16"
,"9"":16 Slice:1651-1","9"" New York ""Classic"" Cheesecake, 16 Slices",19.04,"00603812016513","4.1","1 / 64 oz",".16"
,"9"":16 slice New",,0.00,,,,
,"9"":16 slice New:91601-1","9"" New York ""Signature"" Cheesecake, 16 Slices",19.04,"00603812916011","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91601-2","9"" New York ""Signature"" Cheesecake, 32 Slices",19.04,"10603812916018","9","36 / 4 oz",".34"
,"9"":16 slice New:91602-1","9"" Gluten Free New York Cheesecake, 16 Slices",19.04,"00603812916028","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91603-1","9"" White Chocolate Cheesecake, 16 Slices",19.04,"00603812916035","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91603-2","9"" White Chocolate Cheesecake, 32 Slices",19.04,"10603812916032","9","36 / 4 oz",".34"
,"9"":16 slice New:91608-1","9"" Pumpkin Cheesecake, 16 Slices",19.04,"00603812916080","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91608-2","9"" Pumpkin Cheesecake, 32 Slices",19.04,"10603812916087","9","36 / 4 oz",".34"
,"9"":16 slice New:91609-1","9"" Very Berry Cheesecake, 16 Slices",19.04,"00603812916097","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91609-2","9"" Very Berry Cheesecake, 32 Slices",19.04,"10603812916094","9","36 / 4 oz",".34"
,"9"":16 slice New:91610-1","9"" Cajeta Swirl Cheesecake, 16 Slices",19.04,"00603812916103","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91610-2","9"" Cajeta Swirl Cheesecake, 32 Slices",19.04,"10603812916100","9","36 / 4 oz",".34"
,"9"":16 slice New:91612-1","9"" Key Lime Cheesecake, 16 Slices",19.04,"00603812916127","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91612-2","9"" Key Lime Cheesecake, 32 Slices",19.04,"10603812916124","9","36 / 4 oz",".34"
,"9"":16 slice New:91617-1","9"" Chocolate Truffle Cheesecake, 16 Slices",19.04,"0060381216172","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91617-2","9"" Chocolate Truffle Cheesecake, 32 Slices",19.04,"10603812916179","9","36 / 4 oz",".34"
,"9"":16 slice New:91621-1","9"" Strawberry Cheesecake, 16 Slice",19.04,"00603812916219","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91621-2","9"" Strawberry Cheesecake, 32 slices",19.04,"10603812916211","9","36 / 4 oz",".34"
,"9"":16 slice New:91652-1","9"" New York w/Sour Cream Layered Cheesecake, 16 Slices",19.04,"00603812916523","4.1","1 / 64 oz",".16"
,"9"":16 slice New:91652-2","9"" New York w/Sour Cream Layered Cheesecake, 32 Slices",19.04,"10603812916520","9","36 / 4 oz",".34"
,"Crust",,0.00,,,,
,"Crust:20","Chocolate Crust",0.00,,,,
,"Demand Organics",,0.00,,,,
,"DSD",,0.00,,,,
,"DSD:520-1","Crispy Rice Square",1.00,"603812005203",,"1 / 2.5 oz",
,"DSD:520-6","Crispy Rice Square (6/cs)",6.00,"10603812005200","2","6 / 3.0 oz",".21"
,"DSD:521-1","Hazelnut Pumpkin Slice",1.25,"603812005210",,"1 / 3.5 oz",
,"DSD:522-1","White Chocolate Cranberry Bar",1.25,"603812005227",,"1 / 4 oz",
,"DSD:523-1","Cheesecake Brownie",1.25,"603812005234",,"1 / 4.0 oz",
,"DSD:523-6","Cheesecake Brownie (6/cs)",7.50,"10603812005231","3","6 / 4.0 oz",
,"DSD:530-5","Muffin and Scone Sampler",0.00,"603812005302",,"1 / 3.5 oz",
,"DSD:Bagel",,0.00,,,,
,"DSD:Bagel:710-4","White Bagels (4/bag)",2.00,"10603812007105",,"4 /",
,"DSD:Bagel:711-4","Wheat Bagels (4/bag)",2.00,"10603812007112",,"4 /",
,"DSD:Bagel:712-4","Sesame Bagels (4/bag)",2.00,"10603812007129",,"4 /",
,"DSD:Bagel:713-4","Everything Bagels (4/bag)",2.00,"10603812007136",,"4 /",
,"DSD:Bagel:714-4","Cinnamon Bagels (4/bag)",2.00,"10603812007143",,"4 /",
,"DSD:Cookie",,0.00,,,,
,"DSD:Cookie:610-1","Trail Mix Cookie",1.00,"603812006101",".25","1 / 3 oz",
,"DSD:Cookie:610-6","Trail Mix Cookie (6/cs)",6.00,"10603812006108","2","6 / 3 oz",".21"
,"DSD:Cookie:614-1","Chocolate Chip Cookie",1.00,"603812006149",".25","1 / 3 oz",
,"DSD:Cookie:614-6","Chocolate Chip Cookie (6/cs)",6.00,"10603812006146","2","6 / 3 oz",".21"
,"DSD:Cookie:615-1","White Chocolate Macadamia Cookie",1.00,"603812006156",".25","1 / 3 oz",
,"DSD:Cookie:615-6","White Chocolate Macadamia Cookie (6/cs)",6.00,"10603812006153","2","6 / 3 oz",".21"
,"DSD:Cookie:617-1","Peanut Butter Cookie",1.00,"603812006170",".25","1 / 3 oz",
,"DSD:Cookie:617-6","Peanut Butter Cookie (6/cs)",6.00,"10603812006177","2","6 / 3 oz",".21"
,"DSD:Cookie:618-1","Oatmeal Raisin Cookie",1.00,"603812006187",".25","1 / 3 oz",
,"DSD:Cookie:618-6","Oatmeal Raisin Cookie (6/cs)",6.00,"10603812006184","2","6 / 3 oz",".21"
,"DSD:Muffin",,0.00,,,,
,"DSD:Muffin:Big Top",,0.00,,,,
,"DSD:Muffin:Big Top:340-1","Banana Bonanza",1.25,"603812003407",".35","1 / 5.5 oz",
,"DSD:Muffin:Big Top:340-6","Banana Bonanza Muffin (6/cs)",7.50,"10603812003404","3","6 / 5.5 oz",".21"
,"DSD:Muffin:Big Top:342-1","Lemon Poppy Sunshine",1.25,"603812003421",".35","1 / 5.5 oz",
,"DSD:Muffin:Big Top:342-6","Lemon Poppy Sunshine Muffin (6/cs)",7.50,"10603812003428","3","6 / 5.5 oz",".21"
,"DSD:Muffin:Big Top:344-1","Raspberry Alarm",1.25,"603812003445",".35","1 / 5.5 oz",
,"DSD:Muffin:Big Top:344-6","Raspberry Alarm Muffin (6/cs)",7.50,"10603812003442","3","6 / 5.5 oz",".21"
,"DSD:Muffin:Big Top:345-1","Blue Berry Buzz",1.25,"603812003452",".35","1 / 5.5 oz",
,"DSD:Muffin:Big Top:345-6","Blue Berry Buzz Muffin (6/cs)",7.50,"10603812003459","3","6 / 5.5 oz",".21"
,"DSD:Muffin:Big Top:346-1","Double Chocolate Chip",1.25,"603812003469",".35","1 / 5.5 oz",
,"DSD:Muffin:Big Top:346-6","Double Chocolate Chip Muffin (6/cs)",7.50,"10603812003466","3","6 / 5.5 oz",".21"
,"DSD:Muffin:Big Top:347-1","Apple Bran-tastic Muffin",1.25,"603812003476",".35","1 / 5.5 oz",
,"DSD:Muffin:Big Top:348-1","Pumpkin Cheesecake Muffin",1.25,"603812003483",".35","1 / 5.5 oz",
,"DSD:Muffin:Big Top:348-6","Pumpkin Cheesecake Muffin (6/cs)",7.50,"10603812003480","3","6 / 5.5 oz",".21"
,"DSD:Muffin:Big Top:350-6","Big Top Muffin Assortment (6/cs)",7.50,"10603812003503","3","6 / 5.5 oz",".21"
,"DSD:Muffin:Tulip",,0.00,,,,
,"DSD:Muffin:Tulip:360-1","Banana Bonanza (Tulip)",1.00,"603812003605",".22","1 / 3.5 oz",
,"DSD:Muffin:Tulip:360-20","Banana Bonanza (Tulip) (20/cs)",19.00,"10603812003602","4.75","20 / 3.5 oz",".45"
,"DSD:Muffin:Tulip:362-1","Lemon Poppy Sunshine (Tulip)",1.00,"603812003629","22","1 / 3.5 oz",
,"DSD:Muffin:Tulip:362-20","Lemon Poppy Sunshine (Tulip) (20/cs)",19.00,"10603812003626","4.75","20 / 3.5 oz",".45"
,"DSD:Muffin:Tulip:364-1","Raspberry Alarm (Tulip)",1.00,"603812003643",".22","1 / 3.5 oz",
,"DSD:Muffin:Tulip:364-20","Raspberry Alarm (Tulip) (20/cs)",19.00,"10603812003640","4.75","20 / 3.5 oz",".45"
,"DSD:Muffin:Tulip:365-1","Blue Berry Buzz (Tulip)",1.00,"603812003650",".22","1 / 3.5 oz",
,"DSD:Muffin:Tulip:365-20","Blue Berry Buzz (Tulip) (20/cs)",19.00,"10603812003657","4.75","20 / 3.5 oz",".45"
,"DSD:Muffin:Tulip:366-1","Double Chocolate Chip (Tulip)",1.00,"603812003667",".22","1 / 3.5 oz",
,"DSD:Muffin:Tulip:366-20","Double Chocolate Chip (Tulip) (20/cs)",19.00,"10603812003664","4.75","20 / 3.5 oz",".45"
,"DSD:Muffin:Tulip:367-1","Apple Bran-tastic (Tulip)",1.00,"603812003674",".22","1 / 3.5 oz",
,"DSD:Muffin:Tulip:367-20","Apple Bran-tastic (Tulip) (20/cs)",19.00,"10603812003671","4.75","20 / 3.5 oz",".45"
,"DSD:Muffin:Tulip:368-1","Pumpkin Cheesecake (Tulip)",0.80,"603812003681",".22","1 / 3.5 oz",
,"DSD:Muffin:Tulip:368-20","Pumpkin Cheesecake (Tulip) (20/cs)",19.00,"10603812003688","4.75","20 / 3.5 oz",".45"
,"DSD:Scone",,"",,,,
,"DSD:Scone:401-1","Cinnamon Bun Scone",1.25,"603812004015",".22","1 / 3.5 oz",
,"DSD:Scone:401-20","Cinnamon Bun Scone (20/cs)",14.80,"10603812004012","5.2","20 / 3.5 oz",".45"
,"DSD:Scone:403-1","Raspberry Rush Scone",1.25,"603812004039",".22","1 / 3.5 oz",
,"DSD:Scone:403-20","Raspberry Rush Scone (20/cs)",14.80,"10603812004036","5.2","20 / 3.5 oz",".45"
,"DSD:Scone:403-6","Raspberry Rush Scone (6/case)",7.50,"20603812004033","3","6 / 3.5 oz",".21"
,"DSD:Scone:404-1","Blueberry Brunch Scone",1.25,"603812004046",".22","1 / 3.5 oz",
,"DSD:Scone:404-20","Blueberry Brunch Scone (20/cs)",14.80,"10603812004043","5.2","20 / 3.5 oz",".45"
,"DSD:Scone:404-6","Blueberry Brunch Scone (6/case)",7.50,"20603812004040","3","6 / 3.5 oz",".21"
,"Fruitcake",,0.00,,,,
,"Fruitcake:58010-1","Fruitcake Loaf - Haggen",101.05,"603812580106","1.1","1 / 17 oz",
,"Fruitcake:58010-16","Fruitcake Loaf - Haggen",101.05,"10603812580103","17.5","16 / 17 oz",".91"
,"Fruitcake:58011-1","Fruitcake Loaf - Top Foods",101.05,"603812580113","1.1","1 / 17 oz",
,"Fruitcake:58011-16","Fruitcake Loaf - Top Foods",101.05,"10603812580110","17.5","16 / 17 oz",".91"
,"Fruitcake:58012-1","Fruitcake Loaf",101.05,"603812580120","1.1","1 / 17 oz",
,"Fruitcake:58012-16","Fruitcake Loaf",101.05,"10603812580127","17.5","16 / 17 oz",".91"
,"Fruitcake:58020-1","Fruitcake Mini Loaf",101.05,"603812580205",".25","1 / 3 oz",
,"Fruitcake:58020-12","Fruitcake Mini Loaf",23.28,"20603812580209","3.25","12 / 3 oz",".21"
,"Fruitcake:58020-40","Fruitcake Mini Loaf",101.05,"10603812580202","10.5","40 / 4 oz",".8"
,"Fruitcake:58021-1","Fruitcake Mini Loaf (no label)",101.05,"603812580212",".25","1 / 4 oz",
,"Fruitcake:58021-12","Fruitcake Mini Loaf (no label)",22.08,"20603812580216","3.25","12 / 3 oz",".21"
,"Fruitcake:58030-1","Fruitcake Wreath",101.05,"603812580304","1.6","1 / 26 oz",
,"Fruitcake:58030-6","Fruitcake Wreath",101.05,"10603812580301","10.5","6 / 26 oz",".75"
,"Fruitcake:58040-1","Fruitcake Wreath",101.05,"603812580403","1.25","1 / 19 oz",
,"Fruitcake:58040-6","Fruitcake Wreath",30.66,"10603812580400","8.5","6 / 19 oz",".75"
,"Fruitcake:58041-1","Fruitcake Wreath (no label)",101.05,"603812580410","1.25","1 / 19 oz",
,"Fruitcake:58041-6","Fruitcake Wreath (no label)",29.76,"10603812580417","8.5","6 / 19 oz",".75"
,"Heart",,0.00,,,,
,"Heart:5001-1","5"" Heart New York Cheesecake",40.00,"603812050012",".6","1 / 9 oz",
,"Heart:5001-16","5"" Heart New York Cheesecake",40.00,"20603812050016","9.5","16 / 9 oz",".33"
,"Heart:5001-6","5"" Heart New York Cheesecake, 6/cs",40.00,"10603812050019","4","6 / 9 oz",".16"
,"Heart:5006-6","5"" Heart New York Cheesecake, Retail 6 pack",40.00,"603812050067","4","6 / 9 oz",".16"
,"Heart:5017-1","5"" Heart Chocolate Truffle Cheesecake",40.00,"603812050173",".6","1 / 9 oz",
,"Heart:5017-6","5"" Heart Chocolate Truffle Cheesecake, 6/cs",40.00,"10603812050173","4","6 / 9 oz",".16"
,"Heart:Bulk",,0.00,,,,
,"Heart:Retail",,0.00,,,,
,"Heart:Retail:5201-1","5"" Heart New York Cheesecake",40.00,"603812052016",,"1 / 9 oz",
,"Heart:Retail:5201-6","5"" Heart New York Cheesecake (6/cs)",40.00,"10603812052013","4.5","6 / 9 oz",".22"
,"Heart:Retail:5209-1","5"" Heart Very Berry Cheesecake",40.00,"603812052092",,"1 / 9 oz",
,"Heart:Retail:5209-6","5"" Heart Very Berry Cheesecake (6/cs)",40.00,"10603812052099","4.5","6 / 9 oz",".22"
,"Heart:Retail:5217-1","5"" Heart Chocolate Truffle Cheesecake",40.00,"603812052177",,"1 / 9 oz",
,"Heart:Retail:5217-6","5"" Heart Chocolate Truffle Cheesecake (6/cs)",40.00,"10603812052174","4.5","6 / 9 oz",".22"
,"Heart:Retail:5221-1","5"" Heart Strawberry Cheesecake",40.00,"603812052214",,"1 / 9 oz",
,"Heart:Retail:5221-6","5"" Heart Strawberry Cheesecake (6/cs)",40.00,"10603812052211","4.5","6 / 9 oz",".22"
,"Heart:Retail:5247-1","5"" Heart Huckleberry Cheesecake",40.00,"603812052474",,"1 / 9 oz",
,"Heart:Retail:5247-6","5"" Heart Huckleberry Cheesecake (6/cs)",40.00,"10603812052471","4.5","6 / 9 oz",".22"
,"Holiday Cookie",,1.25,,,,
,"I0001","Misc ingredients",0.00,,,,
,"Other",,0.00,,,,
,"Other:4102-1","7"" Lemon Bundt Cake",5.95,"603812041027",,"1 / 24 oz",
,"Other:4103","7"" Rum Bundt Cake",5.95,"603812041034","1.6","1 / 25 oz",
,"Other:4312","2 - 1/2 Sheetcakes, Strawberry Margarita Mousse, net wt. 12  Lbs.",36.60,,,,
,"Other:4801","7"" Strawberry Margarita Mousse, 6/1.5 Lb.",33.00,,,,
,"Other:9000","Custom:",0.00,,,,
,"Returned Product",,0.00,,,,
,"T1000","Test Muffin Raspberry",1.10,,,,
,"Tiramisu",,0.00,,,,
,"Tiramisu:24306-1","1/2 Sheetcake, Tiramisu (pre-cut 32 pieces)",27.50,"00603812243063","9.5","1 / 144 oz",".45"
,"Tiramisu:4005","10"" Tiramisu w/ Charlotte ring, 14 servings, unsliced",20.00,"603812040051","2.7","1 / 42 oz",".19"
,"Tiramisu:4009-1","7"" Tiramisu w/ Charlotte ring",8.00,"603812040099","1.5","1 / 23 oz",
,"Tiramisu:4009-6","7"" Tiramisu w/ Charlotte ring (6/cs)",48.00,"10603812040096","9.7","6 / 23 oz",".75"
,"Tiramisu:4305-1","1/2 Sheetcake, Tiramisu, 2 layer",24.00,"00603812043052","6.5","1 / 95 oz",".45"
,"Tiramisu:4306-1","1/2 Sheetcake, Tiramisu, 3 layer",32.00,"00603812043069","9.5","1 / 144 oz",".45"
,"Tres Leches",,0.00,,,,
,"Tres Leches:4307-1","Tres Leches Cake, 1/2 Sheet, unsliced",30.00,"00603812043076","6","1 / 98 oz",".75"
,"Tres Leches:4307-2","Tres Leches Cake, 1/2 Sheet, unsliced (2/cs)",48.00,"10603812043073","13.5","2 / 98 oz",".75"
,"Tres Leches:4308-1","Tres Leches Cake, Family Size (8""x8"")",33.00,"603812043083","1.1","1 / 18 oz",
,"Tres Leches:4308-6","Tres Leches Cake, Family Size (8""x8"") (6/cs)",33.00,"10603812043080","7.75","6 / 18 oz",".75"
,"Tres Leches:4309-1","Tres Leches Cake, 1/2 Sheet, 12 piece pre-cut",35.00,"603812043090","6","1 / 98 oz",".75"
